value_set_id|value_set_subgroup|value_set_item|code_type|code_version|code|description|attribute_type|attribute_value
ASCVD|ASCVD||ICD_10|2020|I23.4|Rupture of chord tendne as current complication following AMI||
ASCVD|ASCVD||ICD_10|2020|I23.5|Rupture of papillary muscle as current complication following AMI||
ASCVD|ASCVD||ICD_10|2020|I23.6|Thombosis of atrium/auric append/ventr as current complication following AMI||
ASCVD|ASCVD||ICD_10|2020|I23.7|Postinfarction angina||
ASCVD|ASCVD||ICD_10|2020|I23.8|Other current complications following AMI||
ASCVD|ASCVD||ICD_10|2020|I24.0|Acute coronary thrombosis not resulting in myocardial infrc||
ASCVD|ASCVD||ICD_10|2020|I24.8|Other forms of acute ischemic heart disease||
ASCVD|ASCVD||ICD_10|2020|I24.9|Acute ischemic heart disease, unspecified||
ASCVD|ASCVD||ICD_10|2020|I25.10|Athscl heart disease of native coronary artery w/o ang pctrs||
ASCVD|ASCVD||ICD_10|2020|I25.110|Athscl heart disease of native cor art w unstable ang pctrs||
ASCVD|ASCVD||ICD_10|2020|I25.111|Athscl heart disease of native cor art w ang pctrs w spasm||
ASCVD|ASCVD||ICD_10|2020|I25.118|Athscl heart disease of native cor art w oth ang pctrs||
ASCVD|ASCVD||ICD_10|2020|I25.119|Athscl heart disease of native cor art w unsp ang pctrs||
ASCVD|ASCVD||ICD_10|2020|I25.2|Old myocardial infarction||
ASCVD|ASCVD||ICD_10|2020|I25.3|Aneurysm of heart||
ASCVD|ASCVD||ICD_10|2020|I25.41|Coronary artery aneurysm||
ASCVD|ASCVD||ICD_10|2020|I25.42|Coronary artery dissection||
ASCVD|ASCVD||ICD_10|2020|I25.5|Ischemic cardiomyopathy||
ASCVD|ASCVD||ICD_10|2020|I25.6|Silent myocardial ischemia||
ASCVD|ASCVD||ICD_10|2020|I25.700|Atherosclerosis of CABG, unsp, w unstable angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.701|Athscl CABG, unsp, w angina pectoris w documented spasm||
ASCVD|ASCVD||ICD_10|2020|I25.708|Atherosclerosis of CABG, unsp, w oth angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.709|Atherosclerosis of CABG, unsp, w unsp angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.710|Athscl autologous vein CABG w unstable angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.711|Athscl autologous vein CABG w ang pctrs w documented spasm||
ASCVD|ASCVD||ICD_10|2020|I25.718|Athscl autologous vein CABG w oth angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.719|Athscl autologous vein CABG w unsp angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.720|Athscl autologous artery CABG w unstable angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.721|Athscl autologous artery CABG w ang pctrs w documented spasm||
ASCVD|ASCVD||ICD_10|2020|I25.728|Athscl autologous artery CABG w oth angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.729|Athscl autologous artery CABG w unsp angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.730|Athscl nonautologous biological CABG w unstable ang pctrs||
ASCVD|ASCVD||ICD_10|2020|I25.731|Athscl nonaut biological CABG w ang pctrs w documented spasm||
ASCVD|ASCVD||ICD_10|2020|I25.738|Athscl nonautologous biological CABG w oth angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.739|Athscl nonautologous biological CABG w unsp angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.750|Athscl native cor art of txplt heart w unstable angina||
ASCVD|ASCVD||ICD_10|2020|I25.751|Athscl native cor art of txplt heart w ang pctrs w spasm||
ASCVD|ASCVD||ICD_10|2020|I25.758|Athscl native cor art of transplanted heart w oth ang pctrs||
ASCVD|ASCVD||ICD_10|2020|I25.759|Athscl native cor art of transplanted heart w unsp ang pctrs||
ASCVD|ASCVD||ICD_10|2020|I25.760|Athscl bypass of cor art of txplt heart w unstable angina||
ASCVD|ASCVD||ICD_10|2020|I25.761|Athscl bypass of cor art of txplt heart w ang pctrs w spasm||
ASCVD|ASCVD||ICD_10|2020|I25.768|Athscl bypass of cor art of txplt heart w oth ang pctrs||
ASCVD|ASCVD||ICD_10|2020|I25.769|Athscl bypass of cor art of txplt heart w unsp ang pctrs||
ASCVD|ASCVD||ICD_10|2020|I25.790|Atherosclerosis of CABG w unstable angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.791|Atherosclerosis of CABG w angina pectoris w documented spasm||
ASCVD|ASCVD||ICD_10|2020|I25.798|Atherosclerosis of CABG w oth angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.799|Atherosclerosis of CABG w unsp angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.810|Atherosclerosis of CABG w/o angina pectoris||
ASCVD|ASCVD||ICD_10|2020|I25.811|Athscl native cor art of transplanted heart w/o ang pctrs||
ASCVD|ASCVD||ICD_10|2020|I25.812|Athscl bypass of cor art of transplanted heart w/o ang pctrs||
ASCVD|ASCVD||ICD_10|2020|I25.82|Chronic total occlusion of coronary artery||
ASCVD|ASCVD||ICD_10|2020|I25.83|Coronary atherosclerosis due to lipid rich plaque||
ASCVD|ASCVD||ICD_10|2020|I25.84|Coronary atherosclerosis due to calcified coronary lesion||
ASCVD|ASCVD||ICD_10|2020|I25.89|Other forms of chronic ischemic heart disease||
ASCVD|ASCVD||ICD_10|2020|I25.9|Chronic ischemic heart disease, unspecified||
ASCVD|ASCVD||ICD_10|2020|I63.00|Cerebral infarction due to thrombosis of unspecified precerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.011|Cerebral infarction due to thrombosis of right vertebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.012|Cerebral infarction due to thrombosis of left vertebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.013|Cerebral infarction due to thrombosis of bilateral vertebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.019|Cerebral infarction due to thrombosis of unspecified vertebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.02|Cerebral infarction due to thrombosis of basilar artery||
ASCVD|ASCVD||ICD_10|2020|I63.031|Cerebral infarction due to thrombosis of right carotid artery||
ASCVD|ASCVD||ICD_10|2020|I63.032|Cerebral infarction due to thrombosis of left carotid artery||
ASCVD|ASCVD||ICD_10|2020|I63.033|Cerebral infarction due to thrombosis of bilateral carotid arteries||
ASCVD|ASCVD||ICD_10|2020|I63.039|Cerebral infarction due to thrombosis of unspecified carotid artery||
ASCVD|ASCVD||ICD_10|2020|I63.09|Cerebral infarction due to thrombosis of other precerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.10|Cerebral infarction due to embolism of unspecified precerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.111|Cerebral infarction due to embolism of right vertebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.112|Cerebral infarction due to embolism of left vertebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.113|Cerebral infarction due to embolism of bilateral vertebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.119|Cerebral infarction due to embolism of unspecified vertebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.12|Cerebral infarction due to embolism of basilar artery||
ASCVD|ASCVD||ICD_10|2020|I63.131|Cerebral infarction due to embolism of right carotid artery||
ASCVD|ASCVD||ICD_10|2020|I63.132|Cerebral infarction due to embolism of left carotid artery||
ASCVD|ASCVD||ICD_10|2020|I63.133|Cerebral infarction due to embolism of bilateral carotid arteries||
ASCVD|ASCVD||ICD_10|2020|I63.139|Cerebral infarction due to embolism of unspecified carotid artery||
ASCVD|ASCVD||ICD_10|2020|I63.19|Cerebral infarction due to embolism of other precerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.20|Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.211|Cerebral infarction due to unspecified occlusion or stenosis of right vertebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.212|Cerebral infarction due to unspecified occlusion or stenosis of left vertebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.213|Cerebral infarction due to unspecified occlusion or stenosis of bilateral vertebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.219|Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.22|Cerebral infarction due to unspecified occlusion or stenosis of basilar artery||
ASCVD|ASCVD||ICD_10|2020|I63.231|Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries||
ASCVD|ASCVD||ICD_10|2020|I63.232|Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries||
ASCVD|ASCVD||ICD_10|2020|I63.233|Cerebral infarction due to unspecified occlusion or stenosis of bilateral carotid arteries||
ASCVD|ASCVD||ICD_10|2020|I63.239|Cerebral infarction due to unspecified occlusion or stenosis of unspecified carotid artery||
ASCVD|ASCVD||ICD_10|2020|I63.29|Cerebral infarction due to unspecified occlusion or stenosis of other precerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.30|Cerebral infarction due to thrombosis of unspecified cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.311|Cerebral infarction due to thrombosis of right middle cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.312|Cerebral infarction due to thrombosis of left middle cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.313|Cerebral infarction due to thrombosis of bilateral middle cerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.319|Cerebral infarction due to thrombosis of unspecified middle cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.321|Cerebral infarction due to thrombosis of right anterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.322|Cerebral infarction due to thrombosis of left anterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.323|Cerebral infarction due to thrombosis of bilateral anterior cerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.329|Cerebral infarction due to thrombosis of unspecified anterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.331|Cerebral infarction due to thrombosis of right posterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.332|Cerebral infarction due to thrombosis of left posterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.333|Cerebral infarction due to thrombosis of bilateral posterior cerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.339|Cerebral infarction due to thrombosis of unspecified posterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.341|Cerebral infarction due to thrombosis of right cerebellar artery||
ASCVD|ASCVD||ICD_10|2020|I63.342|Cerebral infarction due to thrombosis of left cerebellar artery||
ASCVD|ASCVD||ICD_10|2020|I63.343|Cerebral infarction due to thrombosis of bilateral cerebellar arteries||
ASCVD|ASCVD||ICD_10|2020|I63.349|Cerebral infarction due to thrombosis of unspecified cerebellar artery||
ASCVD|ASCVD||ICD_10|2020|I63.39|Cerebral infarction due to thrombosis of other cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.40|Cerebral infarction due to embolism of unspecified cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.411|Cerebral infarction due to embolism of right middle cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.412|Cerebral infarction due to embolism of left middle cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.413|Cerebral infarction due to embolism of bilateral middle cerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.419|Cerebral infarction due to embolism of unspecified middle cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.421|Cerebral infarction due to embolism of right anterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.422|Cerebral infarction due to embolism of left anterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.423|Cerebral infarction due to embolism of bilateral anterior cerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.429|Cerebral infarction due to embolism of unspecified anterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.431|Cerebral infarction due to embolism of right posterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.432|Cerebral infarction due to embolism of left posterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.433|Cerebral infarction due to embolism of bilateral posterior cerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.439|Cerebral infarction due to embolism of unspecified posterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.441|Cerebral infarction due to embolism of right cerebellar artery||
ASCVD|ASCVD||ICD_10|2020|I63.442|Cerebral infarction due to embolism of left cerebellar artery||
ASCVD|ASCVD||ICD_10|2020|I63.443|Cerebral infarction due to embolism of bilateral cerebellar arteries||
ASCVD|ASCVD||ICD_10|2020|I63.449|Cerebral infarction due to embolism of unspecified cerebellar artery||
ASCVD|ASCVD||ICD_10|2020|I63.49|Cerebral infarction due to embolism of other cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.50|Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.511|Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.512|Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.513|Cerebral infarction due to unspecified occlusion or stenosis of bilateral middle cerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.519|Cerebral infarction due to unspecified occlusion or stenosis of unspecified middle cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.521|Cerebral infarction due to unspecified occlusion or stenosis of right anterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.522|Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.523|Cerebral infarction due to unspecified occlusion or stenosis of bilateral anterior cerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.529|Cerebral infarction due to unspecified occlusion or stenosis of unspecified anterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.531|Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.532|Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.533|Cerebral infarction due to unspecified occlusion or stenosis of bilateral posterior cerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I63.539|Cerebral infarction due to unspecified occlusion or stenosis of unspecified posterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.541|Cerebral infarction due to unspecified occlusion or stenosis of right cerebellar artery||
ASCVD|ASCVD||ICD_10|2020|I63.542|Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery||
ASCVD|ASCVD||ICD_10|2020|I63.543|Cerebral infarction due to unspecified occlusion or stenosis of bilateral cerebellar arteries||
ASCVD|ASCVD||ICD_10|2020|I63.549|Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery||
ASCVD|ASCVD||ICD_10|2020|I63.59|Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I63.6|Cerebral infarction due to cerebral venous thrombosis, nonpyogenic||
ASCVD|ASCVD||ICD_10|2020|I63.81|Other cerebral infarction due to occlusion or stenosis of small artery||
ASCVD|ASCVD||ICD_10|2020|I63.89|Other cerebral infarction||
ASCVD|ASCVD||ICD_10|2020|I63.9|Cerebral infarction, unspecified||
ASCVD|ASCVD||ICD_10|2020|I65.01|Occlusion and stenosis of right vertebral artery||
ASCVD|ASCVD||ICD_10|2020|I65.02|Occlusion and stenosis of left vertebral artery||
ASCVD|ASCVD||ICD_10|2020|I65.03|Occlusion and stenosis of unspecified vertebral artery||
ASCVD|ASCVD||ICD_10|2020|I65.09|Occlusion and stenosis of unspecified vertebral artery||
ASCVD|ASCVD||ICD_10|2020|I65.1| Occlusion and stenosis of basilar artery||
ASCVD|ASCVD||ICD_10|2020|I65.21|Occlusion and stenosis of right carotid artery||
ASCVD|ASCVD||ICD_10|2020|I65.22|Occlusion and stenosis of left carotid artery||
ASCVD|ASCVD||ICD_10|2020|I65.23|Occlusion and stenosis of bilateral carotid artery||
ASCVD|ASCVD||ICD_10|2020|I65.29|Occlusion and stenosis of unspecified carotid artery||
ASCVD|ASCVD||ICD_10|2020|I65.8|Occlusion and stenosis of other precerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I65.9|Occlusion and stenosis of unspecified precerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I66.01|Occlusion and stenosis of right middle cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I66.02|Occlusion and stenosis of left middle cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I66.03|Occlusion and stenosis of bilateral middle cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I66.09|Occlusion and stenosis of unspecified middle cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I66.11|Occlusion and stenosis of right anterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I66.12|Occlusion and stenosis of left anterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I66.13|Occlusion and stenosis of bilateral anterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I66.19|Occlusion and stenosis of unspecified anterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I66.21|Occlusion and stenosis of right posterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I66.22|Occlusion and stenosis of left posterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I66.23|Occlusion and stenosis of bilateral posterior cerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I66.29|Occlusion and stenosis of unspecified posterior cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I66.3|Occlusion and stenosis of cerebellar arteries||
ASCVD|ASCVD||ICD_10|2020|I66.8|Occlusion and stenosis of other cerebral arteries||
ASCVD|ASCVD||ICD_10|2020|I66.9|Occlusion and stenosis of unspecified cerebral artery||
ASCVD|ASCVD||ICD_10|2020|I67.2|Cerebral Atherosclerosis||
ASCVD|ASCVD||ICD_10|2020|I70.0|Atherosclerosis of aorta||
ASCVD|ASCVD||ICD_10|2020|I70.1|Atherosclerosis of renal artery||
ASCVD|ASCVD||ICD_10|2020|I70.201|Unspecified atherosclerosis of native arteries of extremities, right leg||
ASCVD|ASCVD||ICD_10|2020|I70.202|Unspecified atherosclerosis of native arteries of extremities, left leg||
ASCVD|ASCVD||ICD_10|2020|I70.203|Unspecified atherosclerosis of native arteries of extremities, bilateral legs||
ASCVD|ASCVD||ICD_10|2020|I70.208|Unspecified atherosclerosis of native arteries of extremities, other extremity||
ASCVD|ASCVD||ICD_10|2020|I70.209|Unspecified atherosclerosis of native arteries of extremities, unspecified extremity||
ASCVD|ASCVD||ICD_10|2020|I70.211|Atherosclerosis of native arteries of extremities with intermittent claudication, right leg||
ASCVD|ASCVD||ICD_10|2020|I70.212|Atherosclerosis of native arteries of extremities with intermittent claudication, left leg||
ASCVD|ASCVD||ICD_10|2020|I70.213|Atherosclerosis of native arteries of extremities with intermittent claudication, bilateral legs||
ASCVD|ASCVD||ICD_10|2020|I70.218|Atherosclerosis of native arteries of extremities with intermittent claudication, other extremity||
ASCVD|ASCVD||ICD_10|2020|I70.219|Atherosclerosis of native arteries of extremities with intermittent claudication, unspecified extremity||
ASCVD|ASCVD||ICD_10|2020|I70.221|Atherosclerosis of native arteries of extremities with rest pain, right leg||
ASCVD|ASCVD||ICD_10|2020|I70.222|Atherosclerosis of native arteries of extremities with rest pain, left leg||
ASCVD|ASCVD||ICD_10|2020|I70.223|Atherosclerosis of native arteries of extremities with rest pain, bilateral legs||
ASCVD|ASCVD||ICD_10|2020|I70.228|Atherosclerosis of native arteries of extremities with rest pain, other extremity||
ASCVD|ASCVD||ICD_10|2020|I70.229|Atherosclerosis of native arteries of extremities with rest pain, unspecified extremity||
ASCVD|ASCVD||ICD_10|2020|I70.231|Atherosclerosis of native arteries of right leg with ulceration of thigh||
ASCVD|ASCVD||ICD_10|2020|I70.232|Atherosclerosis of native arteries of right leg with ulceration of calf||
ASCVD|ASCVD||ICD_10|2020|I70.233|Atherosclerosis of native arteries of right leg with ulceration of ankle||
ASCVD|ASCVD||ICD_10|2020|I70.234|Atherosclerosis of native arteries of right leg with ulceration of heel and midfoot||
ASCVD|ASCVD||ICD_10|2020|I70.235|Atherosclerosis of native arteries of right leg with ulceration of other part of foot||
ASCVD|ASCVD||ICD_10|2020|I70.238|Atherosclerosis of native arteries of right leg with ulceration of other part of lower right leg||
ASCVD|ASCVD||ICD_10|2020|I70.239|Atherosclerosis of native arteries of right leg with ulceration of unspecified site||
ASCVD|ASCVD||ICD_10|2020|I70.241|Atherosclerosis of native arteries of left leg with ulceration of thigh||
ASCVD|ASCVD||ICD_10|2020|I70.242|Atherosclerosis of native arteries of left leg with ulceration of calf||
ASCVD|ASCVD||ICD_10|2020|I70.243|Atherosclerosis of native arteries of left leg with ulceration of ankle||
ASCVD|ASCVD||ICD_10|2020|I70.244|Atherosclerosis of native arteries of left leg with ulceration of heel and midfoot||
ASCVD|ASCVD||ICD_10|2020|I70.245|Atherosclerosis of native arteries of left leg with ulceration of other part of foot||
ASCVD|ASCVD||ICD_10|2020|I70.248|Atherosclerosis of native arteries of left leg with ulceration of other part of lower left leg||
ASCVD|ASCVD||ICD_10|2020|I70.249|Atherosclerosis of native arteries of left leg with ulceration of unspecified site||
ASCVD|ASCVD||ICD_10|2020|I70.25|Atherosclerosis of native arteries of other extremities with ulceration||
ASCVD|ASCVD||ICD_10|2020|I70.261|Atherosclerosis of native arteries of extremities with gangrene, right leg||
ASCVD|ASCVD||ICD_10|2020|I70.262|Atherosclerosis of native arteries of extremities with gangrene, left leg||
ASCVD|ASCVD||ICD_10|2020|I70.263|Atherosclerosis of native arteries of extremities with gangrene, bilateral legs||
ASCVD|ASCVD||ICD_10|2020|I70.268|Atherosclerosis of native arteries of extremities with gangrene, other extremity||
ASCVD|ASCVD||ICD_10|2020|I70.269|Atherosclerosis of native arteries of extremities with gangrene, unspecified extremity||
ASCVD|ASCVD||ICD_10|2020|I70.291|Other atherosclerosis of native arteries of extremities, right leg||
ASCVD|ASCVD||ICD_10|2020|I70.292|Other atherosclerosis of native arteries of extremities, left leg||
ASCVD|ASCVD||ICD_10|2020|I70.293|Other atherosclerosis of native arteries of extremities, bilateral legs||
ASCVD|ASCVD||ICD_10|2020|I70.298|Other atherosclerosis of native arteries of extremities, other extremity||
ASCVD|ASCVD||ICD_10|2020|I70.299|Other atherosclerosis of native arteries of extremities, unspecified extremity||
ASCVD|ASCVD||ICD_10|2020|I70.301|Unspecified atherosclerosis of unspecified type of bypass graft(s) of the extremities, right leg||
ASCVD|ASCVD||ICD_10|2020|I70.302|Unspecified atherosclerosis of unspecified type of bypass graft(s) of the extremities, left leg||
ASCVD|ASCVD||ICD_10|2020|I70.303|Unspecified atherosclerosis of unspecified type of bypass graft(s) of the extremities, bilateral legs||
ASCVD|ASCVD||ICD_10|2020|I70.308|Unspecified atherosclerosis of unspecified type of bypass graft(s) of the extremities, other extremity||
ASCVD|ASCVD||ICD_10|2020|I70.309|Unspecified atherosclerosis of unspecified type of bypass graft(s) of the extremities, unspecified extremity||
ASCVD|ASCVD||ICD_10|2020|I70.311|Atherosclerosis of unspecified type of bypass graft(s) of the extremities with intermittent claudication, right leg||
ASCVD|ASCVD||ICD_10|2020|I70.312|Atherosclerosis of unspecified type of bypass graft(s) of the extremities with intermittent claudication, left leg||
ASCVD|ASCVD||ICD_10|2020|I70.313|Atherosclerosis of unspecified type of bypass graft(s) of the extremities with intermittent claudication, bilateral legs||
ASCVD|ASCVD||ICD_10|2020|I70.318|Atherosclerosis of unspecified type of bypass graft(s) of the extremities with intermittent claudication, other extremity||
ASCVD|ASCVD||ICD_10|2020|I70.319|Atherosclerosis of unspecified type of bypass graft(s) of the extremities with intermittent claudication, unspecified extremity||
ASCVD|ASCVD||ICD_10|2020|I70.321|Atherosclerosis of unspecified type of bypass graft(s) of the extremities with rest pain, right leg||
ASCVD|ASCVD||ICD_10|2020|I70.322|Atherosclerosis of unspecified type of bypass graft(s) of the extremities with rest pain, left leg||
ASCVD|ASCVD||ICD_10|2020|I70.323|Atherosclerosis of unspecified type of bypass graft(s) of the extremities with rest pain, bilateral legs||
ASCVD|ASCVD||ICD_10|2020|I70.328|Atherosclerosis of unspecified type of bypass graft(s) of the extremities with rest pain, other extremity||
ASCVD|ASCVD||ICD_10|2020|I70.329|Atherosclerosis of unspecified type of bypass graft(s) of the extremities with rest pain, unspecified extremity||
ASCVD|ASCVD||ICD_10|2020|I70.331|Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of thigh||
ASCVD|ASCVD||ICD_10|2020|I70.332|Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of calf||
